County Code,Perm ID,Facility Name,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,Count,Location 1
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,BLD-01326,"East Wing, Low Rise",In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1989,1,"Hayward
(37.6305771, -122.0951462)"
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,BLD-01327,"East Wing, Tower",In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00023&agencyCode=OSHPD,,4,1979 California Building Code (CBC),1979,1989,1,"Hayward
(37.6305771, -122.0951462)"
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,BLD-01328,Lobby,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00024&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1989,1,"Hayward
(37.6305771, -122.0951462)"
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,BLD-01329,Hospital Addition,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,,2,1979 California Building Code (CBC),1979,1989,1,"Hayward
(37.6305771, -122.0951462)"
01 - Alameda,11295,Kaiser Foundation Hospital - Hayward,BLD-01330,Pharmacy Addition,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=96HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1996,1,"Hayward
(37.6305771, -122.0951462)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01331,Unit A Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=42HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,,1,1940 Uniform Building Code (UBC),1940,1942,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01332,Second Floor Surgery Addition North,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00022&agencyCode=OSHPD,,2,1961 Uniform Building Code (UBC),1961,1965,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01333,Second Floor Surgery Addition South,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00027&agencyCode=OSHPD,,2,1967 Uniform Building Code (UBC),1967,1969,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01334,Lobby Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=43HIS&capID2=00000&capID3=00001&agencyCode=OSHPD,,1,1940 Uniform Building Code (UBC),1940,1943,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01335,Southwest Courtyard Infill,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00028&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1969,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01336,X-Ray Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=66HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1961 Uniform Building Code (UBC),1961,1966,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01337,"Hospital, Clinic, Surgery Expansion",In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=43HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,,2,1940 Uniform Building Code (UBC),1940,1943,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01338,Northeast Court Infill,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1979,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01339,Howe Street Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=59HIS&capID2=00000&capID3=00013&agencyCode=OSHPD,,2,1952 Uniform Building Code (UBC),1952,1959,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01340,Southeast Court Infill,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=59HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,,2,1952 Uniform Building Code (UBC),1952,1959,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01341,Tower Addition,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00029&agencyCode=OSHPD,,15,1967 Uniform Building Code (UBC),1967,1969,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-01342,Central Plant,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=93HIS&capID2=00000&capID3=00025&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1993,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-02617,Emergency Generator Building,In Service,1,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=70HIS&capID2=00000&capID3=00037&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1970,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,11296,Kaiser Foundation Hospital - Oakland Campus,BLD-05860,ED Addition,In Service,5s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=15CAP&capID2=00000&capID3=003DX&agencyCode=OSHPD,,,2001 California Building Code (CBC),2001,2013,1,"Oakland
(37.824852, -122.2571869)"
01 - Alameda,18206,Kaiser Foundation Hospital - Oakland/Richmond,BLD-02986,Hospital,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00173&agencyCode=OSHPD,192,12,2007 California Building Code (CBC),2007,2014,1,"Oakland
(37.8233092, -122.2592711)"
01 - Alameda,18206,Kaiser Foundation Hospital - Oakland/Richmond,BLD-02987,Central Plant,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00174&agencyCode=OSHPD,46.33,2,2007 California Building Code (CBC),2007,2014,1,"Oakland
(37.8233092, -122.2592711)"
01 - Alameda,18206,Kaiser Foundation Hospital - Oakland/Richmond,BLD-05716,Loading Dock and Plaza,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=14CAP&capID2=00000&capID3=0009N&agencyCode=OSHPD,17,1,2007 California Building Code (CBC),2007,2014,1,"Oakland
(37.8233092, -122.2592711)"
01 - Alameda,18186,Kaiser Foundation Hospital - San Leandro,BLD-03481,Templated Hospital Project,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00420&agencyCode=OSHPD,92,6,2007 California Building Code (CBC),2007,2015,1,"San Leandro
(37.7062596, -122.1692482)"
01 - Alameda,18186,Kaiser Foundation Hospital - San Leandro,BLD-03482,Central Utility Plant,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00421&agencyCode=OSHPD,40,2,2007 California Building Code (CBC),2007,2014,1,"San Leandro
(37.7062596, -122.1692482)"
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,BLD-00692,Original Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=61HIS&capID2=00000&capID3=00007&agencyCode=OSHPD,51.5,4,1958 Uniform Building Code (UBC),1958,1961,1,"San Leandro
(37.7167397, -122.1298676)"
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,BLD-00693,Outpatient Diag. & Treat. Center,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=75HIS&capID2=00000&capID3=00019&agencyCode=OSHPD,,1,1973 California Building Code (CBC),1973,1976,1,"San Leandro
(37.7167397, -122.1298676)"
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,BLD-00694,Boiler Enclosure,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=99HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1999,1,"San Leandro
(37.7167397, -122.1298676)"
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,BLD-03083,Surgery Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00045&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1982,1,"San Leandro
(37.7167397, -122.1298676)"
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,BLD-05427,Emergency Generator,Equipment Yard,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=005GA&agencyCode=OSHPD,,,1973 California Building Code (CBC),1973,1876,1,"San Leandro
(37.7167397, -122.1298676)"
01 - Alameda,11321,Kindred Hospital - San Francisco Bay Area,BLD-05428,Liquid Oxygen Enclosure,Equipment Yard,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=005GB&agencyCode=OSHPD,,,1989 California Building Code (CBC),1989,1993,1,"San Leandro
(37.7167397, -122.1298676)"
01 - Alameda,11256,San Leandro Hospital,BLD-01300,Main/Original Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=81HIS&capID2=00000&capID3=00019&agencyCode=OSHPD,,4,1976 California Building Code (CBC),1976,1981,1,"San Leandro
(37.7145685, -122.1418836)"
01 - Alameda,11256,San Leandro Hospital,BLD-02709,Emergency Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00035&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,2001,1,"San Leandro
(37.7145685, -122.1418836)"
01 - Alameda,11344,St Rose Hospital,BLD-00709,Main Hospital Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=62HIS&capID2=00000&capID3=00004&agencyCode=OSHPD,61.5,5,1961 Uniform Building Code (UBC),1961,1962,1,"Hayward
(37.6333427, -122.0879517)"
01 - Alameda,11344,St Rose Hospital,BLD-00710,Engineering/Boiler Building,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=62HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,13,1,1961 Uniform Building Code (UBC),1961,1962,1,"Hayward
(37.6333427, -122.0879517)"
01 - Alameda,11344,St Rose Hospital,BLD-00711,Emergency and Critical Care Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=81HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1981,1,"Hayward
(37.6333427, -122.0879517)"
01 - Alameda,11344,St Rose Hospital,BLD-00712,Chiller/Generator Building,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,11,1,1995 California Building Code (CBC),1995,2001,1,"Hayward
(37.6333427, -122.0879517)"
01 - Alameda,11344,St Rose Hospital,BLD-03084,Skilled Nursing Facility,Skilled Nursing Only,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=68HIS&capID2=00000&capID3=00078&agencyCode=OSHPD,,1,1964 Uniform Building Code (UBC),1964,1968,1,"Hayward
(37.6333427, -122.0879517)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-00005,Hospital Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=59HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,36.5,3,1955 Uniform Building Code (UBC),1955,1959,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-00006,Boiler Building,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=59HIS&capID2=00000&capID3=00001&agencyCode=OSHPD,17,1,1955 Uniform Building Code (UBC),1955,1959,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-00007,Emergency Generator Building,In Service,4,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,8,1,1973 California Building Code (CBC),1973,1977,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-00008,Hospital Building-1967 Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=67HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,,,1964 Uniform Building Code (UBC),1964,1967,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-00009,Hospital Building - 1977 Addition,Not an Independent Building,N/A,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=77HIS&capID2=00000&capID3=00001&agencyCode=OSHPD,,,1976 California Building Code (CBC),1976,1977,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-02992,Lobby Addition to Hospital Building,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00052&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1983,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,11363,Valley Memorial Hospital,BLD-03085,Building D: Service Building,In Service,4s,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=82HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1982,1,"Livermore
(37.6769028, -121.7817917)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02532,Hospital  Ambulatory Care & Inc. II,In Service,3,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=94HIS&capID2=00000&capID3=00064&agencyCode=OSHPD,,2,1985 California Building Code (CBC),1985,1994,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02533,Central Plant,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=91HIS&capID2=00000&capID3=00056&agencyCode=OSHPD,,2,1989 California Building Code (CBC),1989,1991,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02534,Valleycare (New) Addition,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00030&agencyCode=OSHPD,,4,1995 California Building Code (CBC),1995,2003,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02699,Arcade - Phase I - Portion 1,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00048&agencyCode=OSHPD,25,1,1982 Uniform Building Code (UBC),1982,1986,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02700,Arcade - Phase II - Portion 1,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00041&agencyCode=OSHPD,25,1,1985 Uniform Building Code (UBC),1985,1989,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02701,Porte Cochere,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00034&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,2003,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02901,Arcade - Phase I - Portion 2,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00053&agencyCode=OSHPD,25,1,1982 Uniform Building Code (UBC),1982,1986,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02902,Arcade - Phase I - Portion 3,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=86HIS&capID2=00000&capID3=00054&agencyCode=OSHPD,25,1,1982 Uniform Building Code (UBC),1982,1986,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,16632,ValleyCare Medical Center,BLD-02903,Arcade - Phase II - Portion 2,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,25,1,1985 Uniform Building Code (UBC),1985,1989,1,"Pleasanton
(37.6939774, -121.8806839)"
01 - Alameda,11366,Washington Hospital,BLD-00713,Original Hospital,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,52,4,1955 Uniform Building Code (UBC),1955,1957,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00714,South Wing Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,1,1955 Uniform Building Code (UBC),1955,1957,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00715,Emergency Wing Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00013&agencyCode=OSHPD,,1,1970 Uniform Building Code (UBC),1970,1974,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00716,Areas No. 1 and 2 Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,6,1967 Uniform Building Code (UBC),1967,1971,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00717,Area No. 3 Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1971,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00718,Area No. 4 Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1971,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00719,Area No. 5 Addition,In Service,2,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00019&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1971,1,"Fremont
(37.5580099, -121.9806024)"
01 - Alameda,11366,Washington Hospital,BLD-00720,Entrance Canopy,In Service,5,https://eserv.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=01HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,,1,1998 California Building Code (CBC),1998,2001,1,"Fremont
(37.5580099, -121.9806024)"
